procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-01795,University of California System (UC),State/University,"Oakland, CA",US,Transportation & Logistics Services — University of California System (UC),Transportation & Logistics,484110,"$75,000–$150,000",AECOM Technology Corp.,5 Years + 2 Options,2026-07-24,2026-07-15,2028-05-21,2024-11-25,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: AECOM Technology Corp.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01796,University of California System (UC),State/University,"Oakland, CA",US,Records Management & Document Digitization Services — University of California System (UC),Records Management & Digitization,493110,"$1,000,000–$2,500,000",Coverall Holding Company,5 Years + 2 Options,2026-09-25,2026-07-21,2027-04-25,2024-08-05,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01797,California Department of Education (CDE),State,"Sacramento, CA",US,Public Works & Infrastructure Maintenance — California Department of Education (CDE),Public Works & Infrastructure,238320,"$150,000–$300,000",SAIC (Science Applications International Corp.),1 Year + 4 Options,2026-06-29,2026-09-01,2027-08-26,2026-03-10,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual invoice processing — AI automation saves 40+ hours/month,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01800,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Temporary Staffing & Workforce Solutions — San Francisco Municipal Transportation Agency (SFMTA),Staffing & Temporary Labor,561720,"$10,000,000–$25,000,000",Fluor Corporation,3 Years + 2 Options,2026-08-15,2026-07-15,2027-10-10,2025-11-10,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Fluor Corporation; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01801,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,AI & Process Automation Implementation Services — Port of Los Angeles,AI & Automation Implementation,484110,"$500,000–$1,000,000",Adecco Group,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-21,2026-10-13,2027-06-03,2025-11-29,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Adecco Group; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01804,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Records Management & Document Digitization Services — San Francisco Municipal Transportation Agency (SFMTA),Records Management & Digitization,561612,"$300,000–$500,000",Securitas Security Services USA,5 Years,2026-06-28,2026-07-30,2028-03-06,2025-09-28,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Securitas Security Services USA; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01808,Port of Oakland,Port Authority,"Oakland, CA",US,Construction & Facility Renovation Services — Port of Oakland,Construction & Renovation,561730,"$150,000–$300,000",Sodexo USA,2 Years,2026-06-18,2026-08-23,2027-04-26,2025-04-04,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01812,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Pest Control & Sanitation Services — San Francisco Municipal Transportation Agency (SFMTA),Pest Control & Sanitation,541512,"$2,500,000–$5,000,000",Xerox Corporation,3 Years,2026-08-10,2026-11-08,2028-04-13,2025-11-07,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Xerox Corporation; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01814,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Debris Removal & Waste Hauling Services — Alameda County,Debris Removal & Waste Management,238320,"$2,500,000–$5,000,000",Unknown/No Incumbent,3 Years,2026-07-08,2026-10-31,2027-07-02,2025-08-27,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01816,Port of Oakland,Port Authority,"Oakland, CA",US,Grounds Maintenance & Landscaping Services — Port of Oakland,Landscaping & Grounds Maintenance,493110,"$150,000–$300,000",Waste Management Inc.,3 Years + 2 Options,2026-08-09,2026-09-08,2027-11-12,2025-09-19,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01817,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Public Works & Infrastructure Maintenance — Port of Los Angeles,Public Works & Infrastructure,541512,"$1,000,000–$2,500,000",Recall Holdings,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-09-02,2026-08-12,2028-02-02,2024-12-06,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Recall Holdings; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01819,California Department of General Services (DGS),State,"Sacramento, CA",US,Records Management & Document Digitization Services — California Department of General Services (DGS),Records Management & Digitization,562111,"$1,000,000–$2,500,000",Recall Holdings,1 Year + 4 Options,2026-09-01,2026-10-07,2027-07-01,2025-11-08,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Recall Holdings; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper timesheets — digital workforce management opportunity,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01820,University of California System (UC),State/University,"Oakland, CA",US,HVAC Maintenance & Mechanical Services — University of California System (UC),HVAC & Mechanical Services,561612,"$500,000–$1,000,000",Kforce Inc.,1 Year,2026-08-04,2026-09-04,2027-09-29,2025-09-27,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Kforce Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01822,Contra Costa County — Purchasing,County,"Martinez, CA",US,IT Infrastructure & Managed Services Contract — Contra Costa County,IT Infrastructure & Managed Services,541512,"$300,000–$500,000",ManTech International,3 Years,2026-08-05,2026-10-29,2027-10-15,2025-10-23,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: ManTech International; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01825,California Department of Education (CDE),State,"Sacramento, CA",US,Public Works & Infrastructure Maintenance — California Department of Education (CDE),Public Works & Infrastructure,561730,"$500,000–$1,000,000",Unknown/No Incumbent,3 Years + 2 Options,2026-08-01,2026-08-16,2027-12-29,2025-07-29,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$7,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01827,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Construction & Facility Renovation Services — Los Angeles Unified School District (LAUSD),Construction & Renovation,562111,"$5,000,000–$10,000,000",Adecco Group,3 Years + 2 Options,2026-07-03,2026-10-04,2026-10-06,2025-04-12,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Adecco Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01833,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Transportation & Logistics Services — City of Fairfield,Transportation & Logistics,561612,"$10,000,000–$25,000,000",Republic Services Inc.,3 Years,2026-07-24,2026-07-16,2026-12-25,2024-07-26,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Republic Services Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01835,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,Electrical Maintenance & Repair Services — City of Benicia,Electrical Services,541513,"$25,000,000+",Coverall Holding Company,3 Years + 2 Options,2026-07-27,2026-09-24,2027-05-14,2024-11-29,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Spreadsheet-based vendor management — CRM integration opportunity,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01838,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Custodial Services Contract — San Francisco Municipal Transportation Agency (SFMTA),Janitorial & Custodial Services,541513,"$2,500,000–$5,000,000",Sodexo USA,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-03,2026-09-21,2027-12-25,2026-05-10,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Sodexo USA; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01842,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,HVAC Maintenance & Mechanical Services — City of Benicia,HVAC & Mechanical Services,561720,"$5,000,000–$10,000,000",Republic Services Inc.,5 Years + 2 Options,2026-07-19,2026-08-24,2027-11-06,2026-04-12,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Republic Services Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
