source,target,relationship_type,weight,operational_dependency_level,recurring_revenue_relevance,monetization_potential,contract_value,renewal_date,prime_pathwy_priority
ENT-00250,COMP-EPA,compliance_dependency,0.64,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00251,COMP-SAM,compliance_dependency,0.662,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00252,COMP-EPA,compliance_dependency,0.837,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00253,COMP-ISO9001,compliance_dependency,0.776,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00254,COMP-BAAQMD,compliance_dependency,0.787,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00255,COMP-SBA,compliance_dependency,0.696,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00256,COMP-ISO9001,compliance_dependency,0.564,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00257,COMP-OSHA,compliance_dependency,0.686,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00258,COMP-EEOC,compliance_dependency,0.584,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00259,COMP-SBA,compliance_dependency,0.63,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00260,COMP-OSHA,compliance_dependency,0.551,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00261,COMP-ISO14001,compliance_dependency,0.879,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00262,COMP-SBA,compliance_dependency,0.608,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00263,COMP-BAAQMD,compliance_dependency,0.686,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00264,COMP-OSHA,compliance_dependency,0.539,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00265,COMP-SAM,compliance_dependency,0.85,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00266,COMP-EPA,compliance_dependency,0.543,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00267,COMP-BAAQMD,compliance_dependency,0.634,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00268,COMP-ISO9001,compliance_dependency,0.705,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00269,COMP-EEOC,compliance_dependency,0.659,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00270,COMP-SBA,compliance_dependency,0.644,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00271,COMP-SAM,compliance_dependency,0.705,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00272,COMP-ISO14001,compliance_dependency,0.836,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00273,COMP-ISO14001,compliance_dependency,0.739,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00274,COMP-CSLB,compliance_dependency,0.662,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00275,COMP-DOL,compliance_dependency,0.512,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00276,COMP-ISO14001,compliance_dependency,0.819,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00277,COMP-ISO14001,compliance_dependency,0.804,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00278,COMP-OSHA,compliance_dependency,0.593,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00279,COMP-DOL,compliance_dependency,0.81,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00280,COMP-DOL,compliance_dependency,0.756,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00281,COMP-CSLB,compliance_dependency,0.851,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00282,COMP-SAM,compliance_dependency,0.795,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00283,COMP-EEOC,compliance_dependency,0.51,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00284,COMP-DOL,compliance_dependency,0.58,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00285,COMP-ISO9001,compliance_dependency,0.574,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00286,COMP-SBA,compliance_dependency,0.867,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00287,COMP-CSLB,compliance_dependency,0.817,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00288,COMP-EEOC,compliance_dependency,0.69,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00289,COMP-CSLB,compliance_dependency,0.758,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00290,COMP-DOL,compliance_dependency,0.665,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00291,COMP-OSHA,compliance_dependency,0.736,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00292,COMP-SAM,compliance_dependency,0.865,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00293,COMP-ISO9001,compliance_dependency,0.752,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00294,COMP-OSHA,compliance_dependency,0.719,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00295,COMP-ISO14001,compliance_dependency,0.72,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00296,COMP-SAM,compliance_dependency,0.724,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00297,COMP-BAAQMD,compliance_dependency,0.669,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00298,COMP-CSLB,compliance_dependency,0.782,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00299,COMP-EEOC,compliance_dependency,0.746,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00300,COMP-EEOC,compliance_dependency,0.872,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00301,COMP-EEOC,compliance_dependency,0.895,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00302,COMP-ISO14001,compliance_dependency,0.865,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00303,COMP-SAM,compliance_dependency,0.791,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00304,COMP-DOL,compliance_dependency,0.831,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00305,COMP-BAAQMD,compliance_dependency,0.601,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00306,COMP-EPA,compliance_dependency,0.703,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00307,COMP-EPA,compliance_dependency,0.796,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00308,COMP-EPA,compliance_dependency,0.859,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00309,COMP-ISO9001,compliance_dependency,0.67,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00310,COMP-EEOC,compliance_dependency,0.538,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00311,COMP-EEOC,compliance_dependency,0.611,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00312,COMP-SAM,compliance_dependency,0.54,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00313,COMP-ISO9001,compliance_dependency,0.8,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00314,COMP-OSHA,compliance_dependency,0.76,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00315,COMP-EEOC,compliance_dependency,0.608,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00316,COMP-DOL,compliance_dependency,0.572,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00317,COMP-OSHA,compliance_dependency,0.756,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00318,COMP-DOL,compliance_dependency,0.552,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00319,COMP-SBA,compliance_dependency,0.664,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00320,COMP-OSHA,compliance_dependency,0.668,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00321,COMP-OSHA,compliance_dependency,0.582,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00322,COMP-EEOC,compliance_dependency,0.813,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00323,COMP-DOL,compliance_dependency,0.763,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00324,COMP-OSHA,compliance_dependency,0.785,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00325,COMP-EEOC,compliance_dependency,0.761,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00326,COMP-OSHA,compliance_dependency,0.699,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00327,COMP-ISO14001,compliance_dependency,0.634,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00328,COMP-DOL,compliance_dependency,0.766,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00329,COMP-SAM,compliance_dependency,0.638,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00330,COMP-EPA,compliance_dependency,0.635,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00331,COMP-ISO9001,compliance_dependency,0.897,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00332,COMP-EPA,compliance_dependency,0.876,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00333,COMP-OSHA,compliance_dependency,0.665,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00334,COMP-CSLB,compliance_dependency,0.511,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00335,COMP-SAM,compliance_dependency,0.626,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00336,COMP-ISO14001,compliance_dependency,0.716,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00337,COMP-EPA,compliance_dependency,0.863,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00338,COMP-BAAQMD,compliance_dependency,0.897,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00339,COMP-EEOC,compliance_dependency,0.626,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00340,COMP-EPA,compliance_dependency,0.515,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00341,COMP-BAAQMD,compliance_dependency,0.519,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00342,COMP-OSHA,compliance_dependency,0.572,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00343,COMP-OSHA,compliance_dependency,0.89,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00344,COMP-EEOC,compliance_dependency,0.627,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00345,COMP-DOL,compliance_dependency,0.71,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00346,COMP-ISO14001,compliance_dependency,0.554,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00347,COMP-ISO9001,compliance_dependency,0.535,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00348,COMP-BAAQMD,compliance_dependency,0.775,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00349,COMP-ISO14001,compliance_dependency,0.582,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00350,COMP-EPA,compliance_dependency,0.839,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00351,COMP-DOL,compliance_dependency,0.654,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00352,COMP-OSHA,compliance_dependency,0.666,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00353,COMP-EPA,compliance_dependency,0.538,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00354,COMP-ISO14001,compliance_dependency,0.814,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00355,COMP-ISO9001,compliance_dependency,0.589,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00356,COMP-OSHA,compliance_dependency,0.714,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00357,COMP-SAM,compliance_dependency,0.807,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00358,COMP-BAAQMD,compliance_dependency,0.736,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00359,COMP-EEOC,compliance_dependency,0.545,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00360,COMP-ISO9001,compliance_dependency,0.776,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00361,COMP-SBA,compliance_dependency,0.759,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00362,COMP-EEOC,compliance_dependency,0.848,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00363,COMP-EEOC,compliance_dependency,0.898,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00364,COMP-ISO9001,compliance_dependency,0.504,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00365,COMP-OSHA,compliance_dependency,0.874,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00366,COMP-ISO14001,compliance_dependency,0.784,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00367,COMP-CSLB,compliance_dependency,0.615,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00368,COMP-DOL,compliance_dependency,0.896,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00369,COMP-SBA,compliance_dependency,0.672,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00370,COMP-SAM,compliance_dependency,0.79,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00371,COMP-SAM,compliance_dependency,0.547,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00372,COMP-OSHA,compliance_dependency,0.804,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00373,COMP-CSLB,compliance_dependency,0.797,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00374,COMP-EEOC,compliance_dependency,0.856,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00375,COMP-BAAQMD,compliance_dependency,0.667,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00376,COMP-CSLB,compliance_dependency,0.726,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00377,COMP-EEOC,compliance_dependency,0.819,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00378,COMP-ISO14001,compliance_dependency,0.624,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00379,COMP-DOL,compliance_dependency,0.537,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00380,COMP-SAM,compliance_dependency,0.517,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00381,COMP-EPA,compliance_dependency,0.745,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00382,COMP-EPA,compliance_dependency,0.564,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00383,COMP-EPA,compliance_dependency,0.806,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00384,COMP-CSLB,compliance_dependency,0.521,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00385,COMP-OSHA,compliance_dependency,0.769,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00386,COMP-EPA,compliance_dependency,0.588,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00387,COMP-EPA,compliance_dependency,0.633,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00388,COMP-CSLB,compliance_dependency,0.554,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00389,COMP-EPA,compliance_dependency,0.801,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00390,COMP-SBA,compliance_dependency,0.707,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00391,COMP-SAM,compliance_dependency,0.808,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00392,COMP-EPA,compliance_dependency,0.582,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00393,COMP-SAM,compliance_dependency,0.78,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00394,COMP-DOL,compliance_dependency,0.873,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00395,COMP-EPA,compliance_dependency,0.823,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00396,COMP-SAM,compliance_dependency,0.541,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00397,COMP-SAM,compliance_dependency,0.822,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00398,COMP-ISO14001,compliance_dependency,0.53,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00399,COMP-BAAQMD,compliance_dependency,0.602,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
ENT-00400,COMP-BAAQMD,compliance_dependency,0.536,High,High,Compliance Consulting,,,MEDIUM — Compliance Consulting
