id,label,type,industry,region,country,revenue,employees,ai_score,tier,tech_stack
ENT-01127,ProGreen Industries,company,Landscaping & Grounds Maintenance,Cuyahoga County,US,$250K–$500K,751–1500,51,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01128,Titan Landscaping Enterprises,company,Landscaping & Grounds Maintenance,Fulton County,US,$50M–$100M,76–150,80,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01129,Precision Landscaping Systems,company,Landscaping & Grounds Maintenance,Cuyahoga County,US,$1M–$2.5M,751–1500,69,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01130,Guardian Landscaping Consulting,company,Landscaping & Grounds Maintenance,Metro Vancouver,CA,$10M–$25M,6–15,60,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01131,Atlas Grounds Consulting,company,Landscaping & Grounds Maintenance,San Diego County,US,$50M–$100M,31–75,94,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01132,Titan Landscaping Solutions,company,Landscaping & Grounds Maintenance,West Midlands,UK,$25M–$50M,31–75,87,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01133,Vanguard Grounds Corp.,company,Landscaping & Grounds Maintenance,Maricopa County,US,$500K–$1M,1500+,89,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-01134,Precision Landscaping Consulting,company,Landscaping & Grounds Maintenance,Cuyahoga County,US,$100M+,16–30,89,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-01135,Precision Landscaping Industries,company,Landscaping & Grounds Maintenance,Sonoma County,US,$2.5M–$5M,751–1500,64,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-01136,Clarity Grounds Inc.,company,Landscaping & Grounds Maintenance,Cook County,US,$25M–$50M,1500+,98,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-01137,Vanguard Grounds Enterprises,company,Landscaping & Grounds Maintenance,Harris County,US,$25M–$50M,31–75,77,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01138,Apex Grounds Consulting,company,Landscaping & Grounds Maintenance,Cook County,US,$10M–$25M,76–150,96,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01139,Delta Green Group,company,Landscaping & Grounds Maintenance,Alameda County,US,$10M–$25M,301–750,61,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-01140,Guardian Landscaping Consulting,company,Landscaping & Grounds Maintenance,Greater Toronto Area,CA,$100M+,76–150,62,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01141,Vanguard Grounds Systems,company,Landscaping & Grounds Maintenance,Cook County,US,$25M–$50M,76–150,54,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-01142,Titan Landscaping Services,company,Landscaping & Grounds Maintenance,Solano County,US,$10M–$25M,6–15,40,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01143,Summit Landscaping Group,company,Landscaping & Grounds Maintenance,Sonoma County,US,$250K–$500K,751–1500,75,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01144,Titan Landscaping Consulting,company,Landscaping & Grounds Maintenance,King County,US,$50M–$100M,16–30,60,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-01145,Precision Landscaping Corp.,company,Landscaping & Grounds Maintenance,Solano County,US,$500K–$1M,31–75,52,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01146,Titan Landscaping Solutions,company,Landscaping & Grounds Maintenance,Contra Costa County,US,$5M–$10M,76–150,96,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01147,Apex Grounds Associates,company,Landscaping & Grounds Maintenance,San Francisco County,US,$50K–$250K,6–15,99,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-01148,Apex Grounds Solutions,company,Landscaping & Grounds Maintenance,Miami-Dade County,US,$10M–$25M,1500+,52,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01149,Summit Landscaping Corp.,company,Landscaping & Grounds Maintenance,Maricopa County,US,$250K–$500K,301–750,49,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01150,Vanguard Grounds Group,company,Landscaping & Grounds Maintenance,Solano County,US,$500K–$1M,1500+,77,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-01151,Guardian Landscaping Group,company,Landscaping & Grounds Maintenance,West Midlands,UK,$10M–$25M,751–1500,58,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-01152,Vanguard Grounds Associates,company,Landscaping & Grounds Maintenance,Greater Melbourne,AU,$250K–$500K,1–5,94,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01153,Summit Landscaping Solutions,company,Landscaping & Grounds Maintenance,Greater Melbourne,AU,$10M–$25M,6–15,56,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01154,Delta Green Services,company,Landscaping & Grounds Maintenance,Denver County,US,$25M–$50M,301–750,90,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01155,Titan Landscaping Services,company,Landscaping & Grounds Maintenance,Sonoma County,US,$25M–$50M,16–30,97,Tier 4 — Watch List,"Oracle ERP, Workday, Tableau"
ENT-01156,Atlas Grounds Group,company,Landscaping & Grounds Maintenance,San Diego County,US,$10M–$25M,6–15,53,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01157,ProGreen Enterprises,company,Landscaping & Grounds Maintenance,Maricopa County,US,$1M–$2.5M,6–15,53,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01158,Precision Landscaping Group,company,Landscaping & Grounds Maintenance,Greater Sydney,AU,$1M–$2.5M,1500+,96,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01159,Apex Grounds Corp.,company,Landscaping & Grounds Maintenance,Marin County,US,$5M–$10M,16–30,69,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01160,Atlas Grounds Partners,company,Landscaping & Grounds Maintenance,Calgary Region,CA,$5M–$10M,1500+,88,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-01161,Atlas Grounds Systems,company,Landscaping & Grounds Maintenance,Los Angeles County,US,$500K–$1M,1500+,74,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01162,Summit Landscaping LLC,company,Landscaping & Grounds Maintenance,West Midlands,UK,$250K–$500K,31–75,55,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01163,ProGreen Solutions,company,Landscaping & Grounds Maintenance,King County,US,$10M–$25M,31–75,84,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01164,ProGreen Services,company,Landscaping & Grounds Maintenance,Fulton County,US,$10M–$25M,6–15,78,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01165,Titan Landscaping Systems,company,Landscaping & Grounds Maintenance,Greater Sydney,AU,$50K–$250K,31–75,82,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01166,Summit Landscaping Services,company,Landscaping & Grounds Maintenance,Napa County,US,$50M–$100M,151–300,81,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01167,Apex Grounds Corp.,company,Landscaping & Grounds Maintenance,West Midlands,UK,$10M–$25M,1500+,62,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01168,Titan Landscaping Consulting,company,Landscaping & Grounds Maintenance,Harris County,US,$25M–$50M,151–300,61,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01169,Titan Landscaping Inc.,company,Landscaping & Grounds Maintenance,Alameda County,US,$250K–$500K,151–300,48,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01170,Apex Grounds Services,company,Landscaping & Grounds Maintenance,Denver County,US,$1M–$2.5M,751–1500,79,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01171,Clarity Grounds Associates,company,Landscaping & Grounds Maintenance,Harris County,US,$2.5M–$5M,31–75,63,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01172,Clarity Grounds Solutions,company,Landscaping & Grounds Maintenance,Metro Vancouver,CA,$50M–$100M,16–30,95,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01173,Summit Landscaping Partners,company,Landscaping & Grounds Maintenance,Greater Toronto Area,CA,$250K–$500K,16–30,41,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01174,Apex Grounds Co.,company,Landscaping & Grounds Maintenance,Greater London,UK,$250K–$500K,751–1500,40,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01175,Apex Grounds Solutions,company,Landscaping & Grounds Maintenance,San Diego County,US,$500K–$1M,16–30,71,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01176,Atlas Grounds Solutions,company,Landscaping & Grounds Maintenance,Metro Vancouver,CA,$100M+,1–5,50,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01177,Delta Green Enterprises,company,Landscaping & Grounds Maintenance,Alameda County,US,$25M–$50M,301–750,95,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01178,Precision Landscaping Corp.,company,Landscaping & Grounds Maintenance,Denver County,US,$250K–$500K,151–300,92,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01179,Apex Grounds Group,company,Landscaping & Grounds Maintenance,Metro Vancouver,CA,$100M+,1–5,93,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01180,Guardian Landscaping Group,company,Landscaping & Grounds Maintenance,Los Angeles County,US,$250K–$500K,31–75,65,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01181,Apex Grounds Partners,company,Landscaping & Grounds Maintenance,King County,US,$500K–$1M,6–15,44,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01182,Titan Landscaping Enterprises,company,Landscaping & Grounds Maintenance,Orange County,US,$25M–$50M,1500+,59,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01183,Precision Landscaping Partners,company,Landscaping & Grounds Maintenance,San Francisco County,US,$500K–$1M,1500+,45,Tier 4 — Watch List,"QuickBooks Desktop, email-only CRM"
ENT-01184,Titan Landscaping Inc.,company,Landscaping & Grounds Maintenance,Denver County,US,$25M–$50M,1–5,91,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01185,Vanguard Grounds Inc.,company,Landscaping & Grounds Maintenance,West Midlands,UK,$500K–$1M,301–750,70,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-01186,Vanguard Grounds Industries,company,Landscaping & Grounds Maintenance,Metro Vancouver,CA,$2.5M–$5M,301–750,86,Tier 4 — Watch List,"Oracle ERP, Workday, Tableau"
ENT-01187,Apex Grounds Associates,company,Landscaping & Grounds Maintenance,Fulton County,US,$100M+,16–30,89,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01188,Summit Landscaping Partners,company,Landscaping & Grounds Maintenance,Marin County,US,$2.5M–$5M,151–300,53,Tier 2 — 30-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-01189,Clarity Grounds Associates,company,Landscaping & Grounds Maintenance,Denver County,US,$5M–$10M,751–1500,62,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01190,ProGreen Services,company,Landscaping & Grounds Maintenance,Alameda County,US,$250K–$500K,151–300,41,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01191,Atlas Grounds Partners,company,Landscaping & Grounds Maintenance,San Diego County,US,$50M–$100M,76–150,72,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01192,Vanguard Grounds Partners,company,Landscaping & Grounds Maintenance,Denver County,US,$10M–$25M,301–750,77,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01193,Guardian Landscaping Partners,company,Landscaping & Grounds Maintenance,Napa County,US,$50M–$100M,301–750,55,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-01194,Apex Grounds Enterprises,company,Landscaping & Grounds Maintenance,Maricopa County,US,$250K–$500K,751–1500,85,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01195,Summit Landscaping Enterprises,company,Landscaping & Grounds Maintenance,Greater Sydney,AU,$2.5M–$5M,751–1500,43,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01196,Summit Landscaping Solutions,company,Landscaping & Grounds Maintenance,Napa County,US,$50K–$250K,301–750,94,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-01197,ProGreen Solutions,company,Landscaping & Grounds Maintenance,Cook County,US,$50K–$250K,151–300,84,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01198,Apex Grounds Enterprises,company,Landscaping & Grounds Maintenance,Cook County,US,$10M–$25M,6–15,76,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01199,Guardian Landscaping LLC,company,Landscaping & Grounds Maintenance,Solano County,US,$1M–$2.5M,6–15,61,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01200,Titan Landscaping Partners,company,Landscaping & Grounds Maintenance,Greater Toronto Area,CA,$10M–$25M,1500+,41,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-01201,Vanguard Pest Services,company,Pest Control & Sanitation,San Francisco County,US,$10M–$25M,16–30,43,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01202,Clarity Sanitation Industries,company,Pest Control & Sanitation,Metro Vancouver,CA,$100M+,1–5,59,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01203,Summit Sanitation LLC,company,Pest Control & Sanitation,King County,US,$50K–$250K,151–300,88,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01204,Precision Pest Co.,company,Pest Control & Sanitation,Sonoma County,US,$10M–$25M,16–30,57,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01205,Vanguard Pest Solutions,company,Pest Control & Sanitation,Cuyahoga County,US,$100M+,31–75,42,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01206,Guardian Pest Corp.,company,Pest Control & Sanitation,Fulton County,US,$1M–$2.5M,1500+,90,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-01207,ProPest LLC,company,Pest Control & Sanitation,Maricopa County,US,$10M–$25M,151–300,71,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01208,Clarity Sanitation Group,company,Pest Control & Sanitation,Denver County,US,$1M–$2.5M,1500+,59,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-01209,Precision Pest Group,company,Pest Control & Sanitation,Denver County,US,$100M+,751–1500,99,Tier 2 — 30-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01210,Summit Sanitation Consulting,company,Pest Control & Sanitation,Greater Sydney,AU,$250K–$500K,76–150,93,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01211,ProPest Consulting,company,Pest Control & Sanitation,West Midlands,UK,$50K–$250K,1–5,41,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-01212,Atlas Pest LLC,company,Pest Control & Sanitation,Calgary Region,CA,$100M+,751–1500,62,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01213,ProPest Corp.,company,Pest Control & Sanitation,Wayne County,US,$500K–$1M,1–5,80,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01214,Clarity Sanitation Corp.,company,Pest Control & Sanitation,Solano County,US,$50M–$100M,6–15,66,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01215,Atlas Pest Associates,company,Pest Control & Sanitation,Metro Vancouver,CA,$10M–$25M,16–30,65,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01216,Titan Sanitation Consulting,company,Pest Control & Sanitation,Greater Sydney,AU,$25M–$50M,31–75,53,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01217,ProPest Corp.,company,Pest Control & Sanitation,Fulton County,US,$25M–$50M,76–150,96,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-01218,ProPest Enterprises,company,Pest Control & Sanitation,Denver County,US,$2.5M–$5M,6–15,94,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01219,Guardian Pest Corp.,company,Pest Control & Sanitation,Miami-Dade County,US,$500K–$1M,6–15,62,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01220,Vanguard Pest Solutions,company,Pest Control & Sanitation,Los Angeles County,US,$1M–$2.5M,6–15,40,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01221,Apex Pest LLC,company,Pest Control & Sanitation,King County,US,$50M–$100M,31–75,58,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-01222,Guardian Pest Inc.,company,Pest Control & Sanitation,Maricopa County,US,$10M–$25M,1500+,66,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01223,Apex Pest Enterprises,company,Pest Control & Sanitation,Greater London,UK,$1M–$2.5M,151–300,53,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01224,ProPest Corp.,company,Pest Control & Sanitation,Cuyahoga County,US,$2.5M–$5M,151–300,78,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01225,Apex Pest Associates,company,Pest Control & Sanitation,Denver County,US,$2.5M–$5M,6–15,76,Tier 2 — 30-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01226,Atlas Pest Inc.,company,Pest Control & Sanitation,San Francisco County,US,$500K–$1M,151–300,97,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01227,Summit Sanitation Partners,company,Pest Control & Sanitation,Marin County,US,$10M–$25M,31–75,45,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01228,Atlas Pest Associates,company,Pest Control & Sanitation,Greater London,UK,$50K–$250K,6–15,46,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01229,Apex Pest Group,company,Pest Control & Sanitation,Metro Vancouver,CA,$100M+,1–5,48,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-01230,Vanguard Pest Corp.,company,Pest Control & Sanitation,Cook County,US,$5M–$10M,1–5,95,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01231,Summit Sanitation Partners,company,Pest Control & Sanitation,San Francisco County,US,$50M–$100M,31–75,82,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01232,Summit Sanitation Enterprises,company,Pest Control & Sanitation,Cuyahoga County,US,$25M–$50M,1–5,82,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-01233,Delta Sanitation Inc.,company,Pest Control & Sanitation,Denver County,US,$1M–$2.5M,301–750,48,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
